case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE001035,CUST000791,Godrej Infrastructure Enterprises,INV0007904,2025-04-13,260602.59,17,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-15,2025-04-21,,
CASE001036,CUST000791,Godrej Infrastructure Enterprises,INV0007905,2025-02-02,72248.00,86,High,Open,Kavita Gupta,REP000018,Intensive Collection,2025-04-08,2025-05-06,,
CASE001037,CUST000792,L&T Infrastructure Enterprises,INV0007911,2025-02-02,449596.31,88,High,Open,Amit Mishra,REP000022,Payment Plan,2025-04-14,2025-04-26,,
CASE001038,CUST000792,L&T Infrastructure Enterprises,INV0007912,2025-02-14,480251.11,75,High,In Progress,Anita Mishra,REP000036,Intensive Collection,2025-04-14,2025-05-09,,
CASE001039,CUST000792,L&T Infrastructure Enterprises,INV0007913,2025-01-29,196926.04,87,High,In Progress,Rakesh Gupta,REP000008,Intensive Collection,2025-02-25,2025-04-23,,
CASE001040,CUST000793,ICICI Infrastructure Enterprises,INV0007921,2025-02-08,297357.88,81,High,Pending Customer,Anil Gupta,REP000005,Intensive Collection,2025-04-02,2025-04-20,,
CASE001041,CUST000793,ICICI Infrastructure Enterprises,INV0007923,2024-11-20,420960.05,163,Critical,Escalated,Rajesh Joshi,REP000049,Legal Action Warning,2025-02-15,2025-04-21,,
CASE001042,CUST000793,ICICI Infrastructure Enterprises,INV0007925,2024-11-27,102940.39,155,Critical,Pending Customer,Vijay Joshi,REP000043,Legal Action Warning,2025-04-12,2025-04-22,,
CASE001043,CUST000794,SBI Infrastructure Enterprises,INV0007933,2024-12-07,43810.59,145,Critical,Pending Customer,Anita Gupta,REP000016,Legal Action Warning,2024-12-23,2025-04-27,,
CASE001044,CUST000794,SBI Infrastructure Enterprises,INV0007934,2025-04-17,88368.17,6,Low,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-17,2025-04-30,,
CASE001045,CUST000794,SBI Infrastructure Enterprises,INV0007935,2025-03-30,76504.32,25,Low,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-04-01,2025-04-22,,
CASE001046,CUST000795,TCS Infrastructure Enterprises,INV0007941,2025-01-03,311402.13,115,Critical,Pending Customer,Ashok Mishra,REP000030,Legal Action Warning,2025-02-24,2025-05-06,,
CASE001047,CUST000795,TCS Infrastructure Enterprises,INV0007942,2025-01-21,558281.01,95,Critical,In Progress,Meena Mishra,REP000037,Legal Action Warning,2025-02-03,2025-04-30,,
CASE001048,CUST000796,Bajaj Infrastructure Enterprises,INV0007952,2025-04-05,4082414.75,19,Critical,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-06,2025-04-26,,
CASE001049,CUST000796,Bajaj Infrastructure Enterprises,INV0007953,2025-04-12,4067647.60,15,Critical,In Progress,Raj Mishra,REP000021,Standard Follow-up,2025-04-17,2025-04-30,,
CASE001050,CUST000797,HCL Infrastructure Enterprises,INV0007963,2025-01-06,330593.02,110,Critical,Escalated,Meena Mishra,REP000037,Legal Action Warning,2025-04-14,2025-04-19,,
CASE001051,CUST000798,Hindustan Infrastructure Enterprises,INV0007972,2024-12-15,222145.43,135,Critical,Pending Customer,Sunita Mishra,REP000035,Settlement Offer,2025-01-29,2025-05-02,,
CASE001052,CUST000799,Indian Infrastructure Enterprises,INV0007982,2025-01-25,291314.27,95,Critical,Escalated,Pooja Mishra,REP000033,Settlement Offer,2025-02-22,2025-04-23,,
CASE001053,CUST000800,Tech Infrastructure Enterprises,INV0007993,2024-11-21,524048.86,162,Critical,Escalated,Amit Joshi,REP000042,Legal Action Warning,2025-02-25,2025-04-25,,
CASE001054,CUST000800,Tech Infrastructure Enterprises,INV0007997,2025-02-04,410094.77,81,High,In Progress,Neha Gupta,REP000012,Payment Plan,2025-02-06,2025-04-24,,
CASE001055,CUST000802,Reliance Tech Solutions,INV0008011,2024-12-13,130119.18,133,Critical,Escalated,Ashok Mishra,REP000030,Legal Action Warning,2025-03-02,2025-04-23,,
CASE001056,CUST000802,Reliance Tech Solutions,INV0008013,2024-12-16,181740.68,134,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-02-25,2025-04-21,,
CASE001057,CUST000802,Reliance Tech Solutions,INV0008016,2024-12-17,562994.25,136,Critical,Escalated,Meena Gupta,REP000017,Legal Action Warning,2025-03-16,2025-05-06,,
CASE001058,CUST000803,Infosys Tech Solutions,INV0008025,2025-01-19,22668.91,99,Critical,Escalated,Shalini Gupta,REP000019,Legal Action Warning,2025-03-12,2025-05-04,,
CASE001059,CUST000804,Bharti Tech Solutions,INV0008032,2025-01-16,2247338.52,103,Critical,Escalated,Kavita Mishra,REP000038,Legal Action Warning,2025-03-09,2025-04-20,,
CASE001060,CUST000808,Birla Tech Solutions,INV0008073,2025-03-20,548909.64,36,High,In Progress,Rani Mishra,REP000034,Standard Follow-up,2025-04-13,2025-05-06,,
CASE001061,CUST000808,Birla Tech Solutions,INV0008074,2025-02-22,148809.01,68,High,In Progress,Rajesh Joshi,REP000049,Payment Plan,2025-02-25,2025-04-23,,
CASE001062,CUST000808,Birla Tech Solutions,INV0008076,2024-11-17,379357.13,163,Critical,Escalated,Sunil Gupta,REP000004,Legal Action Warning,2024-11-19,2025-05-09,,
CASE001063,CUST000809,Adani Tech Solutions,INV0008081,2025-04-06,59650.40,22,Low,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-04-13,2025-04-28,,
CASE001064,CUST000809,Adani Tech Solutions,INV0008083,2025-01-19,76913.28,94,Critical,Pending Customer,Rahul Mishra,REP000026,Legal Action Warning,2025-03-03,2025-05-04,,
CASE001065,CUST000809,Adani Tech Solutions,INV0008085,2025-01-27,56707.47,89,High,In Progress,Raj Mishra,REP000021,Payment Plan,2025-04-03,2025-05-07,,
CASE001066,CUST000809,Adani Tech Solutions,INV0008086,2025-02-24,106383.27,60,Medium,In Progress,Amit Gupta,REP000002,Standard Follow-up,2025-04-03,2025-05-08,,
CASE001067,CUST000810,JSW Tech Solutions,INV0008092,2025-01-29,1896192.46,93,Critical,In Progress,Amit Mishra,REP000022,Legal Action Warning,2025-02-12,2025-04-25,,
CASE001068,CUST000810,JSW Tech Solutions,INV0008098,2025-03-13,5359305.17,42,Critical,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-16,2025-04-29,,
CASE001069,CUST000812,L&T Tech Solutions,INV0008111,2024-12-28,586028.46,117,Critical,Pending Customer,Anil Joshi,REP000045,Legal Action Warning,2025-02-16,2025-05-03,,
CASE001070,CUST000812,L&T Tech Solutions,INV0008114,2024-11-22,1262841.07,159,Critical,Escalated,Amit Mishra,REP000022,Legal Action Warning,2025-01-15,2025-04-22,,
CASE001071,CUST000813,ICICI Tech Solutions,INV0008123,2025-02-13,415480.70,78,High,In Progress,Sunil Gupta,REP000004,Payment Plan,2025-02-28,2025-05-05,,
CASE001072,CUST000813,ICICI Tech Solutions,INV0008124,2024-12-30,492777.19,121,Critical,Pending Customer,Raj Mishra,REP000021,Legal Action Warning,2025-01-05,2025-05-08,,
CASE001073,CUST000814,SBI Tech Solutions,INV0008131,2025-04-04,554953.26,28,High,In Progress,Geeta Mishra,REP000040,Standard Follow-up,2025-04-09,2025-05-05,,
CASE001074,CUST000814,SBI Tech Solutions,INV0008132,2025-02-26,331030.00,56,Medium,Open,Anil Gupta,REP000005,Standard Follow-up,2025-04-02,2025-04-21,,
CASE001075,CUST000814,SBI Tech Solutions,INV0008137,2025-03-27,440458.81,31,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-04,2025-04-19,,
CASE001076,CUST000815,TCS Tech Solutions,INV0008141,2025-03-22,66702.20,37,Medium,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-10,2025-04-27,,
CASE001077,CUST000816,Bajaj Tech Solutions,INV0008154,2025-03-03,201681.46,52,Medium,In Progress,Anita Mishra,REP000036,Standard Follow-up,2025-03-04,2025-04-29,,
CASE001078,CUST000816,Bajaj Tech Solutions,INV0008156,2025-04-17,431526.79,6,Medium,Open,Rajesh Joshi,REP000049,Standard Follow-up,2025-04-17,2025-04-29,,
CASE001079,CUST000818,Hindustan Tech Solutions,INV0008171,2025-04-17,2249208.61,9,Critical,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-17,2025-05-04,,
CASE001080,CUST000818,Hindustan Tech Solutions,INV0008174,2024-12-11,1694494.60,133,Critical,Pending Customer,Rahul Gupta,REP000006,Legal Action Warning,2025-01-22,2025-05-05,,
CASE001081,CUST000821,Tata Info Solutions,INV0008207,2025-03-27,209506.44,32,Medium,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-03,2025-05-02,,
CASE001082,CUST000824,Bharti Info Solutions,INV0008235,2025-03-23,1924283.55,32,Critical,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-03,2025-04-25,,
CASE001083,CUST000826,Wipro Info Solutions,INV0008252,2025-04-16,95654.65,10,Low,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-16,2025-04-30,,
CASE001084,CUST000826,Wipro Info Solutions,INV0008254,2024-11-22,34517.12,152,Critical,Pending Customer,Shalini Gupta,REP000019,Settlement Offer,2025-02-27,2025-04-21,,
CASE001085,CUST000827,Mahindra Info Solutions,INV0008262,2025-03-21,148593.53,35,Medium,Open,Meena Gupta,REP000017,Standard Follow-up,2025-03-26,2025-04-22,,
CASE001086,CUST000827,Mahindra Info Solutions,INV0008264,2024-12-28,141938.56,119,Critical,Pending Customer,Neha Mishra,REP000032,Legal Action Warning,2025-01-16,2025-04-24,,
CASE001087,CUST000830,JSW Info Solutions,INV0008294,2025-04-17,965526.05,9,High,Open,Raj Mishra,REP000021,Standard Follow-up,2025-04-17,2025-05-08,,
CASE001088,CUST000831,Godrej Info Solutions,INV0008304,2025-03-22,596825.38,40,High,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-03-31,2025-04-25,,
CASE001089,CUST000831,Godrej Info Solutions,INV0008307,2025-01-26,599668.90,95,Critical,Pending Customer,Amit Joshi,REP000042,Settlement Offer,2025-03-30,2025-04-22,,
CASE001090,CUST000832,L&T Info Solutions,INV0008314,2025-01-01,62138.39,116,Critical,Escalated,Pooja Mishra,REP000033,Settlement Offer,2025-03-19,2025-05-03,,
CASE001091,CUST000832,L&T Info Solutions,INV0008315,2025-02-19,64388.13,68,High,In Progress,Sanjay Mishra,REP000027,Intensive Collection,2025-04-04,2025-05-02,,
CASE001092,CUST000833,ICICI Info Solutions,INV0008321,2025-03-09,411834.43,51,Medium,Open,Amit Joshi,REP000042,Standard Follow-up,2025-03-26,2025-05-03,,
CASE001093,CUST000833,ICICI Info Solutions,INV0008327,2025-03-08,602538.00,49,High,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-15,2025-05-02,,
CASE001094,CUST000834,SBI Info Solutions,INV0008335,2025-03-14,431123.47,41,Medium,Open,Meena Mishra,REP000037,Standard Follow-up,2025-04-07,2025-04-25,,
CASE001095,CUST000835,TCS Info Solutions,INV0008343,2025-03-05,1003618.88,51,Critical,In Progress,Meena Gupta,REP000017,Standard Follow-up,2025-03-07,2025-04-24,,
CASE001096,CUST000836,Bajaj Info Solutions,INV0008354,2025-01-18,1548182.78,99,Critical,In Progress,Rahul Mishra,REP000026,Legal Action Warning,2025-04-11,2025-05-03,,
CASE001097,CUST000836,Bajaj Info Solutions,INV0008358,2025-03-31,1432097.39,29,Critical,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-10,2025-04-29,,
CASE001098,CUST000837,HCL Info Solutions,INV0008364,2025-02-28,380971.96,59,Medium,In Progress,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-02,2025-04-30,,
CASE001099,CUST000837,HCL Info Solutions,INV0008366,2025-04-17,360320.43,7,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-04-17,2025-04-26,,
CASE001100,CUST000838,Hindustan Info Solutions,INV0008374,2025-01-30,256381.14,84,High,Open,Meena Mishra,REP000037,Intensive Collection,2025-02-12,2025-04-19,,
CASE001101,CUST000838,Hindustan Info Solutions,INV0008376,2025-04-09,53151.30,22,Low,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-17,2025-05-03,,
CASE001102,CUST000840,Tech Info Solutions,INV0008394,2025-02-08,73248.55,77,High,In Progress,Anita Mishra,REP000036,Intensive Collection,2025-03-25,2025-04-22,,
CASE001103,CUST000843,Infosys Auto Solutions,INV0008422,2025-02-16,97560.03,66,High,Open,Amit Mishra,REP000022,Intensive Collection,2025-02-17,2025-04-21,,
CASE001104,CUST000844,Bharti Auto Solutions,INV0008431,2025-01-02,179531.62,111,Critical,Escalated,Vijay Mishra,REP000023,Settlement Offer,2025-03-02,2025-05-04,,
CASE001105,CUST000844,Bharti Auto Solutions,INV0008432,2025-04-17,502329.65,13,High,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-17,2025-04-29,,
CASE001106,CUST000844,Bharti Auto Solutions,INV0008435,2025-04-17,327563.75,6,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-04-17,2025-04-20,,
CASE001107,CUST000845,HDFC Auto Solutions,INV0008443,2025-04-05,106748.11,25,Medium,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-04-10,2025-05-09,,
CASE001108,CUST000846,Wipro Auto Solutions,INV0008451,2025-03-07,22612.41,50,Medium,In Progress,Rahul Gupta,REP000006,Standard Follow-up,2025-04-07,2025-04-27,,
CASE001109,CUST000847,Mahindra Auto Solutions,INV0008462,2025-02-13,91402.27,69,High,Pending Customer,Rakesh Joshi,REP000048,Intensive Collection,2025-03-20,2025-05-01,,
CASE001110,CUST000847,Mahindra Auto Solutions,INV0008468,2025-01-08,86956.56,107,Critical,In Progress,Raj Gupta,REP000001,Legal Action Warning,2025-03-04,2025-04-23,,
CASE001111,CUST000848,Birla Auto Solutions,INV0008472,2025-02-06,137864.11,80,High,In Progress,Anita Gupta,REP000016,Intensive Collection,2025-04-09,2025-05-02,,
CASE001112,CUST000848,Birla Auto Solutions,INV0008475,2025-03-28,116533.27,30,Medium,In Progress,Priya Gupta,REP000011,Standard Follow-up,2025-04-03,2025-04-25,,
CASE001113,CUST000849,Adani Auto Solutions,INV0008486,2025-03-31,113113.02,31,Medium,Open,Shalini Mishra,REP000039,Standard Follow-up,2025-04-14,2025-04-28,,
CASE001114,CUST000854,SBI Auto Solutions,INV0008531,2025-02-04,65368.76,84,High,In Progress,Sunil Mishra,REP000024,Payment Plan,2025-02-26,2025-04-23,,
CASE001115,CUST000854,SBI Auto Solutions,INV0008532,2025-01-11,483394.33,109,Critical,In Progress,Rajesh Joshi,REP000049,Settlement Offer,2025-01-23,2025-05-04,,
CASE001116,CUST000854,SBI Auto Solutions,INV0008536,2025-01-16,385557.65,98,Critical,In Progress,Shalini Mishra,REP000039,Settlement Offer,2025-02-12,2025-05-02,,
CASE001117,CUST000855,TCS Auto Solutions,INV0008541,2025-02-10,309229.58,74,High,In Progress,Pooja Mishra,REP000033,Intensive Collection,2025-03-19,2025-05-02,,
CASE001118,CUST000855,TCS Auto Solutions,INV0008545,2025-02-07,402748.61,83,High,Open,Sunita Mishra,REP000035,Intensive Collection,2025-03-08,2025-04-20,,
CASE001119,CUST000855,TCS Auto Solutions,INV0008546,2025-04-04,579844.29,23,High,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-08,2025-05-09,,
CASE001120,CUST000856,Bajaj Auto Solutions,INV0008555,2025-04-05,1585829.81,21,Critical,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-17,2025-04-23,,
CASE001121,CUST000856,Bajaj Auto Solutions,INV0008556,2025-03-29,736737.22,32,High,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-03-31,2025-04-21,,
CASE001122,CUST000857,HCL Auto Solutions,INV0008562,2025-03-20,1536689.62,41,Critical,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-04-11,2025-05-07,,
CASE001123,CUST000857,HCL Auto Solutions,INV0008564,2025-01-12,388199.39,110,Critical,In Progress,Amit Joshi,REP000042,Legal Action Warning,2025-03-29,2025-05-05,,
CASE001124,CUST000858,Hindustan Auto Solutions,INV0008574,2025-04-17,34495.61,7,Low,In Progress,Anil Mishra,REP000025,Standard Follow-up,2025-04-17,2025-05-05,,
CASE001125,CUST000859,Indian Auto Solutions,INV0008581,2025-01-13,649929.31,105,Critical,Pending Customer,Shalini Mishra,REP000039,Legal Action Warning,2025-02-12,2025-05-07,,
CASE001126,CUST000859,Indian Auto Solutions,INV0008584,2025-01-08,297870.53,109,Critical,In Progress,Sunil Gupta,REP000004,Legal Action Warning,2025-01-08,2025-04-23,,
CASE001127,CUST000861,Tata Fin Solutions,INV0008601,2025-02-21,115634.14,62,High,In Progress,Sanjay Joshi,REP000047,Intensive Collection,2025-02-28,2025-04-29,,
CASE001128,CUST000861,Tata Fin Solutions,INV0008603,2025-03-20,83295.28,40,Medium,Open,Priya Gupta,REP000011,Standard Follow-up,2025-04-10,2025-05-06,,
CASE001129,CUST000862,Reliance Fin Solutions,INV0008611,2024-12-16,566367.91,132,Critical,Pending Customer,Raj Mishra,REP000021,Legal Action Warning,2024-12-29,2025-05-08,,
CASE001130,CUST000862,Reliance Fin Solutions,INV0008614,2025-03-10,2389487.65,52,Critical,In Progress,Geeta Gupta,REP000020,Standard Follow-up,2025-04-05,2025-04-22,,
CASE001131,CUST000863,Infosys Fin Solutions,INV0008621,2024-12-05,1761892.58,142,Critical,Escalated,Vijay Mishra,REP000023,Legal Action Warning,2025-01-30,2025-04-30,,
CASE001132,CUST000864,Bharti Fin Solutions,INV0008634,2025-01-01,463741.99,117,Critical,Escalated,Rahul Mishra,REP000026,Settlement Offer,2025-02-13,2025-05-06,,
CASE001133,CUST000864,Bharti Fin Solutions,INV0008638,2025-04-08,146164.75,19,Medium,In Progress,Neha Gupta,REP000012,Standard Follow-up,2025-04-10,2025-05-07,,
CASE001134,CUST000865,HDFC Fin Solutions,INV0008641,2024-12-30,46879.98,119,Critical,Pending Customer,Sanjay Gupta,REP000007,Legal Action Warning,2025-01-23,2025-04-26,,
CASE001135,CUST000866,Wipro Fin Solutions,INV0008651,2025-01-29,541656.21,87,High,Pending Customer,Sunita Gupta,REP000015,Payment Plan,2025-02-17,2025-04-30,,
CASE001136,CUST000866,Wipro Fin Solutions,INV0008653,2025-02-06,264426.64,82,High,In Progress,Ashok Mishra,REP000030,Intensive Collection,2025-02-14,2025-05-05,,
CASE001137,CUST000867,Mahindra Fin Solutions,INV0008661,2025-01-21,109427.20,97,Critical,In Progress,Rahul Joshi,REP000046,Settlement Offer,2025-01-27,2025-05-07,,
CASE001138,CUST000867,Mahindra Fin Solutions,INV0008662,2025-03-27,256602.16,35,Medium,In Progress,Raj Gupta,REP000001,Standard Follow-up,2025-04-02,2025-05-06,,
CASE001139,CUST000868,Birla Fin Solutions,INV0008671,2025-02-19,1031490.64,64,Critical,In Progress,Raj Mishra,REP000021,Intensive Collection,2025-03-10,2025-04-25,,
CASE001140,CUST000868,Birla Fin Solutions,INV0008673,2024-12-12,1139039.96,132,Critical,In Progress,Anita Gupta,REP000016,Settlement Offer,2025-04-05,2025-05-06,,
CASE001141,CUST000868,Birla Fin Solutions,INV0008677,2025-02-19,1334658.51,65,Critical,In Progress,Pooja Mishra,REP000033,Intensive Collection,2025-03-24,2025-04-25,,
CASE001142,CUST000869,Adani Fin Solutions,INV0008681,2025-02-09,25696.56,82,High,Pending Customer,Ashok Mishra,REP000030,Payment Plan,2025-03-09,2025-04-29,,
CASE001143,CUST000870,JSW Fin Solutions,INV0008692,2025-03-29,812036.53,26,High,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-15,2025-04-20,,
CASE001144,CUST000871,Godrej Fin Solutions,INV0008706,2024-12-25,4449224.74,122,Critical,Escalated,Sanjay Joshi,REP000047,Legal Action Warning,2024-12-26,2025-05-02,,
CASE001145,CUST000872,L&T Fin Solutions,INV0008713,2025-01-21,44057.23,95,Critical,Pending Customer,Priya Mishra,REP000031,Legal Action Warning,2025-03-08,2025-05-07,,
CASE001146,CUST000872,L&T Fin Solutions,INV0008717,2025-03-02,93960.47,54,Medium,In Progress,Neha Gupta,REP000012,Standard Follow-up,2025-03-11,2025-04-28,,
CASE001147,CUST000873,ICICI Fin Solutions,INV0008723,2024-11-03,89360.99,172,Critical,Pending Customer,Raj Mishra,REP000021,Settlement Offer,2025-03-18,2025-05-04,,
CASE001148,CUST000874,SBI Fin Solutions,INV0008732,2025-02-16,473198.52,67,High,Pending Customer,Vijay Mishra,REP000023,Payment Plan,2025-03-06,2025-04-26,,
CASE001149,CUST000875,TCS Fin Solutions,INV0008745,2024-12-27,49083.52,125,Critical,In Progress,Sunita Gupta,REP000015,Legal Action Warning,2025-03-12,2025-05-01,,
CASE001150,CUST000875,TCS Fin Solutions,INV0008747,2025-01-03,95947.60,117,Critical,Pending Customer,Neha Mishra,REP000032,Legal Action Warning,2025-03-20,2025-05-05,,
CASE001151,CUST000876,Bajaj Fin Solutions,INV0008753,2024-12-01,144579.57,148,Critical,In Progress,Rahul Gupta,REP000006,Settlement Offer,2025-02-23,2025-04-29,,
CASE001152,CUST000877,HCL Fin Solutions,INV0008763,2025-01-09,918304.84,107,Critical,In Progress,Sunil Joshi,REP000044,Legal Action Warning,2025-04-08,2025-04-30,,
CASE001153,CUST000878,Hindustan Fin Solutions,INV0008772,2025-03-09,18484.23,52,Medium,In Progress,Sunil Joshi,REP000044,Standard Follow-up,2025-04-10,2025-04-21,,
CASE001154,CUST000878,Hindustan Fin Solutions,INV0008774,2025-03-09,67009.05,54,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-03-21,2025-04-25,,
CASE001155,CUST000878,Hindustan Fin Solutions,INV0008775,2024-12-28,96706.38,119,Critical,Escalated,Ashok Joshi,REP000050,Settlement Offer,2025-03-09,2025-04-21,,
CASE001156,CUST000879,Indian Fin Solutions,INV0008781,2025-01-06,499458.98,108,Critical,Pending Customer,Sanjay Mishra,REP000027,Legal Action Warning,2025-03-26,2025-05-03,,
CASE001157,CUST000879,Indian Fin Solutions,INV0008784,2025-02-04,494870.19,82,High,In Progress,Amit Mishra,REP000022,Payment Plan,2025-02-19,2025-04-20,,
CASE001158,CUST000879,Indian Fin Solutions,INV0008785,2025-02-09,375775.65,74,High,In Progress,Vijay Mishra,REP000023,Intensive Collection,2025-04-15,2025-04-28,,
CASE001159,CUST000880,Tech Fin Solutions,INV0008791,2025-04-09,262589.11,16,Medium,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-09,2025-04-26,,
CASE001160,CUST000880,Tech Fin Solutions,INV0008795,2024-12-11,468039.90,137,Critical,Pending Customer,Sunil Gupta,REP000004,Settlement Offer,2025-03-14,2025-04-24,,
CASE001161,CUST000880,Tech Fin Solutions,INV0008797,2025-03-18,269438.12,45,Medium,Open,Anita Gupta,REP000016,Standard Follow-up,2025-04-10,2025-05-04,,
CASE001162,CUST000881,Tata Power Solutions,INV0008802,2025-03-09,328176.56,51,Medium,In Progress,Ashok Mishra,REP000030,Standard Follow-up,2025-04-17,2025-04-28,,
CASE001163,CUST000882,Reliance Power Solutions,INV0008813,2025-04-04,1976758.55,19,Critical,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-04-10,2025-05-02,,
CASE001164,CUST000882,Reliance Power Solutions,INV0008814,2024-12-01,1369297.96,147,Critical,In Progress,Rani Gupta,REP000014,Legal Action Warning,2025-02-12,2025-04-26,,
CASE001165,CUST000884,Bharti Power Solutions,INV0008838,2024-11-12,51671.29,165,Critical,In Progress,Kavita Gupta,REP000018,Legal Action Warning,2025-03-13,2025-04-23,,
CASE001166,CUST000885,HDFC Power Solutions,INV0008841,2025-01-08,471527.32,112,Critical,Escalated,Rahul Mishra,REP000026,Settlement Offer,2025-03-08,2025-05-09,,
CASE001167,CUST000885,HDFC Power Solutions,INV0008843,2025-04-07,495944.98,16,Medium,In Progress,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-15,2025-05-09,,
CASE001168,CUST000886,Wipro Power Solutions,INV0008851,2025-02-15,287818.03,74,High,Open,Anita Mishra,REP000036,Intensive Collection,2025-03-26,2025-05-06,,
CASE001169,CUST000886,Wipro Power Solutions,INV0008853,2025-01-21,1494974.83,101,Critical,In Progress,Raj Gupta,REP000001,Settlement Offer,2025-01-27,2025-04-26,,
CASE001170,CUST000889,Adani Power Solutions,INV0008885,2025-02-12,91708.87,70,High,Pending Customer,Rani Mishra,REP000034,Intensive Collection,2025-03-25,2025-04-28,,
CASE001171,CUST000890,JSW Power Solutions,INV0008893,2025-01-18,25102.25,97,Critical,Escalated,Raj Gupta,REP000001,Settlement Offer,2025-02-20,2025-05-01,,
CASE001172,CUST000890,JSW Power Solutions,INV0008894,2025-01-07,21425.44,108,Critical,Escalated,Meena Gupta,REP000017,Legal Action Warning,2025-04-11,2025-05-09,,
CASE001173,CUST000891,Godrej Power Solutions,INV0008902,2025-03-01,281765.71,62,High,In Progress,Ashok Gupta,REP000010,Payment Plan,2025-04-09,2025-04-30,,
CASE001174,CUST000893,ICICI Power Solutions,INV0008922,2025-04-15,502706.04,12,High,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-16,2025-05-07,,
CASE001175,CUST000894,SBI Power Solutions,INV0008934,2025-04-15,16635.36,13,Low,In Progress,Shalini Gupta,REP000019,Standard Follow-up,2025-04-15,2025-04-28,,
CASE001176,CUST000895,TCS Power Solutions,INV0008943,2025-02-08,1453611.53,74,Critical,In Progress,Anil Gupta,REP000005,Intensive Collection,2025-03-27,2025-04-24,,
CASE001177,CUST000897,HCL Power Solutions,INV0008962,2025-03-18,1731332.38,36,Critical,Open,Sanjay Gupta,REP000007,Standard Follow-up,2025-03-19,2025-05-07,,
CASE001178,CUST000898,Hindustan Power Solutions,INV0008973,2025-01-29,5128400.35,84,Critical,In Progress,Sunita Mishra,REP000035,Payment Plan,2025-04-12,2025-04-19,,
CASE001179,CUST000899,Indian Power Solutions,INV0008981,2025-03-31,467508.16,28,Medium,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-03-31,2025-04-26,,
CASE001180,CUST000901,Tata Steel Solutions,INV0009001,2024-11-21,422447.96,160,Critical,Escalated,Rajesh Gupta,REP000009,Legal Action Warning,2025-02-12,2025-05-04,,
CASE001181,CUST000902,Reliance Steel Solutions,INV0009013,2025-01-31,764671.87,86,High,In Progress,Rajesh Joshi,REP000049,Payment Plan,2025-02-13,2025-05-06,,
CASE001182,CUST000903,Infosys Steel Solutions,INV0009022,2025-03-24,100207.69,31,Medium,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-04-05,2025-04-27,,
CASE001183,CUST000903,Infosys Steel Solutions,INV0009024,2025-03-31,539510.34,30,High,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-03-31,2025-05-01,,
CASE001184,CUST000904,Bharti Steel Solutions,INV0009034,2025-01-30,98781.81,89,High,In Progress,Neha Mishra,REP000032,Intensive Collection,2025-03-31,2025-05-07,,
CASE001185,CUST000905,HDFC Steel Solutions,INV0009044,2024-11-29,34268.91,154,Critical,Pending Customer,Sanjay Joshi,REP000047,Legal Action Warning,2025-02-25,2025-04-28,,
CASE001186,CUST000906,Wipro Steel Solutions,INV0009055,2025-02-19,1634412.51,66,Critical,In Progress,Rahul Joshi,REP000046,Intensive Collection,2025-03-06,2025-05-04,,
CASE001187,CUST000906,Wipro Steel Solutions,INV0009057,2025-01-18,2129467.88,95,Critical,In Progress,Rahul Gupta,REP000006,Settlement Offer,2025-02-24,2025-04-26,,
