gl_entry_id,posting_date,document_type,document_number,account_code,account_description,debit,credit,currency,reference,customer_id
GL00007281-2,2025-04-10,Invoice,INV0007281,400000,Sales Revenue,0.00,93243.76,INR,PO-861402,CUST000729
GL00007281-3,2025-04-10,Invoice,INV0007281,220000,Sales Tax Payable,0.00,4662.19,INR,PO-861402,CUST000729
GL00007282-1,2025-04-04,Invoice,INV0007282,120000,Accounts Receivable,58981.37,0.00,INR,PO-692268,CUST000729
GL00007282-2,2025-04-04,Invoice,INV0007282,400000,Sales Revenue,0.00,52661.94,INR,PO-692268,CUST000729
GL00007282-3,2025-04-04,Invoice,INV0007282,220000,Sales Tax Payable,0.00,6319.43,INR,PO-692268,CUST000729
GL00017282-1,2025-04-14,Payment,PAY0007282,110000,Bank Account,58981.37,0.00,INR,Payment for INV0007282,CUST000729
GL00017282-2,2025-04-14,Payment,PAY0007282,120000,Accounts Receivable,0.00,58981.37,INR,Payment for INV0007282,CUST000729
GL00007283-1,2024-12-14,Invoice,INV0007283,120000,Accounts Receivable,30841.19,0.00,INR,PO-585671,CUST000729
GL00007283-2,2024-12-14,Invoice,INV0007283,400000,Sales Revenue,0.00,27536.78,INR,PO-585671,CUST000729
GL00007283-3,2024-12-14,Invoice,INV0007283,220000,Sales Tax Payable,0.00,3304.41,INR,PO-585671,CUST000729
GL00007284-1,2024-12-27,Invoice,INV0007284,120000,Accounts Receivable,22160.88,0.00,INR,PO-233228,CUST000729
GL00007284-2,2024-12-27,Invoice,INV0007284,400000,Sales Revenue,0.00,18780.41,INR,PO-233228,CUST000729
GL00007284-3,2024-12-27,Invoice,INV0007284,220000,Sales Tax Payable,0.00,3380.47,INR,PO-233228,CUST000729
GL00007285-1,2024-11-19,Invoice,INV0007285,120000,Accounts Receivable,109259.68,0.00,INR,PO-911815,CUST000729
GL00007285-2,2024-11-19,Invoice,INV0007285,400000,Sales Revenue,0.00,92592.95,INR,PO-911815,CUST000729
GL00007285-3,2024-11-19,Invoice,INV0007285,220000,Sales Tax Payable,0.00,16666.73,INR,PO-911815,CUST000729
GL00017285-1,2025-03-22,Payment,PAY0007285,110000,Bank Account,109259.68,0.00,INR,Payment for INV0007285,CUST000729
GL00017285-2,2025-03-22,Payment,PAY0007285,120000,Accounts Receivable,0.00,109259.68,INR,Payment for INV0007285,CUST000729
GL00007291-1,2024-12-31,Invoice,INV0007291,120000,Accounts Receivable,1518106.99,0.00,INR,PO-770353,CUST000730
GL00007291-2,2024-12-31,Invoice,INV0007291,400000,Sales Revenue,0.00,1286531.35,INR,PO-770353,CUST000730
GL00007291-3,2024-12-31,Invoice,INV0007291,220000,Sales Tax Payable,0.00,231575.64,INR,PO-770353,CUST000730
GL00017291-1,2025-04-12,Payment,PAY0007291,110000,Bank Account,1518106.99,0.00,INR,Payment for INV0007291,CUST000730
GL00017291-2,2025-04-12,Payment,PAY0007291,120000,Accounts Receivable,0.00,1518106.99,INR,Payment for INV0007291,CUST000730
GL00007292-1,2025-04-18,Invoice,INV0007292,120000,Accounts Receivable,1431693.40,0.00,INR,PO-155314,CUST000730
GL00007292-2,2025-04-18,Invoice,INV0007292,400000,Sales Revenue,0.00,1213299.49,INR,PO-155314,CUST000730
GL00007292-3,2025-04-18,Invoice,INV0007292,220000,Sales Tax Payable,0.00,218393.91,INR,PO-155314,CUST000730
GL00007293-1,2024-11-15,Invoice,INV0007293,120000,Accounts Receivable,665543.14,0.00,INR,PO-425898,CUST000730
GL00007293-2,2024-11-15,Invoice,INV0007293,400000,Sales Revenue,0.00,633850.61,INR,PO-425898,CUST000730
GL00007293-3,2024-11-15,Invoice,INV0007293,220000,Sales Tax Payable,0.00,31692.53,INR,PO-425898,CUST000730
GL00017293-1,2025-04-03,Payment,PAY0007293,110000,Bank Account,665543.14,0.00,INR,Payment for INV0007293,CUST000730
GL00017293-2,2025-04-03,Payment,PAY0007293,120000,Accounts Receivable,0.00,665543.14,INR,Payment for INV0007293,CUST000730
GL00007294-1,2025-01-27,Invoice,INV0007294,120000,Accounts Receivable,1042064.17,0.00,INR,PO-771593,CUST000730
GL00007294-2,2025-01-27,Invoice,INV0007294,400000,Sales Revenue,0.00,930414.44,INR,PO-771593,CUST000730
GL00007294-3,2025-01-27,Invoice,INV0007294,220000,Sales Tax Payable,0.00,111649.73,INR,PO-771593,CUST000730
GL00017294-1,2025-02-14,Payment,PAY0007294,110000,Bank Account,1042064.17,0.00,INR,Payment for INV0007294,CUST000730
GL00017294-2,2025-02-14,Payment,PAY0007294,120000,Accounts Receivable,0.00,1042064.17,INR,Payment for INV0007294,CUST000730
GL00007295-1,2025-04-01,Invoice,INV0007295,120000,Accounts Receivable,1722990.63,0.00,INR,PO-357787,CUST000730
GL00007295-2,2025-04-01,Invoice,INV0007295,400000,Sales Revenue,0.00,1460161.55,INR,PO-357787,CUST000730
GL00007295-3,2025-04-01,Invoice,INV0007295,220000,Sales Tax Payable,0.00,262829.08,INR,PO-357787,CUST000730
GL00017295-1,2025-04-25,Payment,PAY0007295,110000,Bank Account,621985.39,0.00,INR,Payment for INV0007295,CUST000730
GL00017295-2,2025-04-25,Payment,PAY0007295,120000,Accounts Receivable,0.00,621985.39,INR,Payment for INV0007295,CUST000730
GL00007296-1,2025-01-02,Invoice,INV0007296,120000,Accounts Receivable,1334568.80,0.00,INR,PO-705197,CUST000730
GL00007296-2,2025-01-02,Invoice,INV0007296,400000,Sales Revenue,0.00,1191579.29,INR,PO-705197,CUST000730
GL00007296-3,2025-01-02,Invoice,INV0007296,220000,Sales Tax Payable,0.00,142989.51,INR,PO-705197,CUST000730
GL00017296-1,2025-04-10,Payment,PAY0007296,110000,Bank Account,1334568.80,0.00,INR,Payment for INV0007296,CUST000730
GL00017296-2,2025-04-10,Payment,PAY0007296,120000,Accounts Receivable,0.00,1334568.80,INR,Payment for INV0007296,CUST000730
GL00007297-1,2025-02-27,Invoice,INV0007297,120000,Accounts Receivable,2463659.10,0.00,INR,PO-429722,CUST000730
GL00007297-2,2025-02-27,Invoice,INV0007297,400000,Sales Revenue,0.00,1924733.67,INR,PO-429722,CUST000730
GL00007297-3,2025-02-27,Invoice,INV0007297,220000,Sales Tax Payable,0.00,538925.43,INR,PO-429722,CUST000730
GL00007301-1,2024-11-03,Invoice,INV0007301,120000,Accounts Receivable,415182.75,0.00,INR,PO-232159,CUST000731
GL00007301-2,2024-11-03,Invoice,INV0007301,400000,Sales Revenue,0.00,370698.88,INR,PO-232159,CUST000731
GL00007301-3,2024-11-03,Invoice,INV0007301,220000,Sales Tax Payable,0.00,44483.87,INR,PO-232159,CUST000731
GL00007302-1,2024-11-02,Invoice,INV0007302,120000,Accounts Receivable,541946.75,0.00,INR,PO-636811,CUST000731
GL00007302-2,2024-11-02,Invoice,INV0007302,400000,Sales Revenue,0.00,483881.03,INR,PO-636811,CUST000731
GL00007302-3,2024-11-02,Invoice,INV0007302,220000,Sales Tax Payable,0.00,58065.72,INR,PO-636811,CUST000731
GL00007303-1,2025-03-12,Invoice,INV0007303,120000,Accounts Receivable,114269.24,0.00,INR,PO-169594,CUST000731
GL00007303-2,2025-03-12,Invoice,INV0007303,400000,Sales Revenue,0.00,102026.11,INR,PO-169594,CUST000731
GL00007303-3,2025-03-12,Invoice,INV0007303,220000,Sales Tax Payable,0.00,12243.13,INR,PO-169594,CUST000731
GL00017303-1,2025-03-19,Payment,PAY0007303,110000,Bank Account,114269.24,0.00,INR,Payment for INV0007303,CUST000731
GL00017303-2,2025-03-19,Payment,PAY0007303,120000,Accounts Receivable,0.00,114269.24,INR,Payment for INV0007303,CUST000731
GL00007304-1,2025-01-05,Invoice,INV0007304,120000,Accounts Receivable,440667.48,0.00,INR,PO-769368,CUST000731
GL00007304-2,2025-01-05,Invoice,INV0007304,400000,Sales Revenue,0.00,373447.02,INR,PO-769368,CUST000731
GL00007304-3,2025-01-05,Invoice,INV0007304,220000,Sales Tax Payable,0.00,67220.46,INR,PO-769368,CUST000731
GL00007305-1,2025-01-21,Invoice,INV0007305,120000,Accounts Receivable,462966.43,0.00,INR,PO-894199,CUST000731
GL00007305-2,2025-01-21,Invoice,INV0007305,400000,Sales Revenue,0.00,392344.43,INR,PO-894199,CUST000731
GL00007305-3,2025-01-21,Invoice,INV0007305,220000,Sales Tax Payable,0.00,70622.00,INR,PO-894199,CUST000731
GL00017305-1,2025-03-10,Payment,PAY0007305,110000,Bank Account,462966.43,0.00,INR,Payment for INV0007305,CUST000731
GL00017305-2,2025-03-10,Payment,PAY0007305,120000,Accounts Receivable,0.00,462966.43,INR,Payment for INV0007305,CUST000731
GL00007311-1,2025-04-11,Invoice,INV0007311,120000,Accounts Receivable,103692.85,0.00,INR,PO-604074,CUST000732
GL00007311-2,2025-04-11,Invoice,INV0007311,400000,Sales Revenue,0.00,92582.90,INR,PO-604074,CUST000732
GL00007311-3,2025-04-11,Invoice,INV0007311,220000,Sales Tax Payable,0.00,11109.95,INR,PO-604074,CUST000732
GL00007312-1,2024-12-16,Invoice,INV0007312,120000,Accounts Receivable,43102.05,0.00,INR,PO-576671,CUST000732
GL00007312-2,2024-12-16,Invoice,INV0007312,400000,Sales Revenue,0.00,38483.97,INR,PO-576671,CUST000732
GL00007312-3,2024-12-16,Invoice,INV0007312,220000,Sales Tax Payable,0.00,4618.08,INR,PO-576671,CUST000732
GL00007313-1,2025-02-20,Invoice,INV0007313,120000,Accounts Receivable,67982.87,0.00,INR,PO-840651,CUST000732
GL00007313-2,2025-02-20,Invoice,INV0007313,400000,Sales Revenue,0.00,53111.62,INR,PO-840651,CUST000732
GL00007313-3,2025-02-20,Invoice,INV0007313,220000,Sales Tax Payable,0.00,14871.25,INR,PO-840651,CUST000732
GL00017313-1,2025-03-21,Payment,PAY0007313,110000,Bank Account,67982.87,0.00,INR,Payment for INV0007313,CUST000732
GL00017313-2,2025-03-21,Payment,PAY0007313,120000,Accounts Receivable,0.00,67982.87,INR,Payment for INV0007313,CUST000732
GL00007314-1,2025-03-21,Invoice,INV0007314,120000,Accounts Receivable,101780.98,0.00,INR,PO-945013,CUST000732
GL00007314-2,2025-03-21,Invoice,INV0007314,400000,Sales Revenue,0.00,86255.07,INR,PO-945013,CUST000732
GL00007314-3,2025-03-21,Invoice,INV0007314,220000,Sales Tax Payable,0.00,15525.91,INR,PO-945013,CUST000732
GL00007315-1,2024-12-28,Invoice,INV0007315,120000,Accounts Receivable,90457.85,0.00,INR,PO-986796,CUST000732
GL00007315-2,2024-12-28,Invoice,INV0007315,400000,Sales Revenue,0.00,80765.94,INR,PO-986796,CUST000732
GL00007315-3,2024-12-28,Invoice,INV0007315,220000,Sales Tax Payable,0.00,9691.91,INR,PO-986796,CUST000732
GL00017315-1,2025-03-16,Payment,PAY0007315,110000,Bank Account,90457.85,0.00,INR,Payment for INV0007315,CUST000732
GL00017315-2,2025-03-16,Payment,PAY0007315,120000,Accounts Receivable,0.00,90457.85,INR,Payment for INV0007315,CUST000732
GL00007316-1,2025-03-22,Invoice,INV0007316,120000,Accounts Receivable,89691.93,0.00,INR,PO-255551,CUST000732
GL00007316-2,2025-03-22,Invoice,INV0007316,400000,Sales Revenue,0.00,85420.89,INR,PO-255551,CUST000732
GL00007316-3,2025-03-22,Invoice,INV0007316,220000,Sales Tax Payable,0.00,4271.04,INR,PO-255551,CUST000732
GL00007317-1,2025-01-01,Invoice,INV0007317,120000,Accounts Receivable,32256.39,0.00,INR,PO-782728,CUST000732
GL00007317-2,2025-01-01,Invoice,INV0007317,400000,Sales Revenue,0.00,27335.92,INR,PO-782728,CUST000732
GL00007317-3,2025-01-01,Invoice,INV0007317,220000,Sales Tax Payable,0.00,4920.47,INR,PO-782728,CUST000732
GL00017317-1,2025-01-30,Payment,PAY0007317,110000,Bank Account,32256.39,0.00,INR,Payment for INV0007317,CUST000732
GL00017317-2,2025-01-30,Payment,PAY0007317,120000,Accounts Receivable,0.00,32256.39,INR,Payment for INV0007317,CUST000732
GL00007321-1,2025-01-27,Invoice,INV0007321,120000,Accounts Receivable,194117.07,0.00,INR,PO-189392,CUST000733
GL00007321-2,2025-01-27,Invoice,INV0007321,400000,Sales Revenue,0.00,164505.99,INR,PO-189392,CUST000733
GL00007321-3,2025-01-27,Invoice,INV0007321,220000,Sales Tax Payable,0.00,29611.08,INR,PO-189392,CUST000733
GL00017321-1,2025-04-11,Payment,PAY0007321,110000,Bank Account,194117.07,0.00,INR,Payment for INV0007321,CUST000733
GL00017321-2,2025-04-11,Payment,PAY0007321,120000,Accounts Receivable,0.00,194117.07,INR,Payment for INV0007321,CUST000733
GL00007322-1,2024-11-04,Invoice,INV0007322,120000,Accounts Receivable,462433.76,0.00,INR,PO-200108,CUST000733
GL00007322-2,2024-11-04,Invoice,INV0007322,400000,Sales Revenue,0.00,391893.02,INR,PO-200108,CUST000733
GL00007322-3,2024-11-04,Invoice,INV0007322,220000,Sales Tax Payable,0.00,70540.74,INR,PO-200108,CUST000733
GL00017322-1,2025-03-16,Payment,PAY0007322,110000,Bank Account,462433.76,0.00,INR,Payment for INV0007322,CUST000733
GL00017322-2,2025-03-16,Payment,PAY0007322,120000,Accounts Receivable,0.00,462433.76,INR,Payment for INV0007322,CUST000733
GL00007323-1,2024-11-26,Invoice,INV0007323,120000,Accounts Receivable,446271.38,0.00,INR,PO-303699,CUST000733
GL00007323-2,2024-11-26,Invoice,INV0007323,400000,Sales Revenue,0.00,398456.59,INR,PO-303699,CUST000733
GL00007323-3,2024-11-26,Invoice,INV0007323,220000,Sales Tax Payable,0.00,47814.79,INR,PO-303699,CUST000733
GL00017323-1,2024-12-24,Payment,PAY0007323,110000,Bank Account,446271.38,0.00,INR,Payment for INV0007323,CUST000733
GL00017323-2,2024-12-24,Payment,PAY0007323,120000,Accounts Receivable,0.00,446271.38,INR,Payment for INV0007323,CUST000733
GL00007324-1,2024-11-24,Invoice,INV0007324,120000,Accounts Receivable,511899.13,0.00,INR,PO-668259,CUST000733
GL00007324-2,2024-11-24,Invoice,INV0007324,400000,Sales Revenue,0.00,433812.82,INR,PO-668259,CUST000733
GL00007324-3,2024-11-24,Invoice,INV0007324,220000,Sales Tax Payable,0.00,78086.31,INR,PO-668259,CUST000733
GL00007325-1,2025-01-16,Invoice,INV0007325,120000,Accounts Receivable,305519.17,0.00,INR,PO-691957,CUST000733
GL00007325-2,2025-01-16,Invoice,INV0007325,400000,Sales Revenue,0.00,258914.55,INR,PO-691957,CUST000733
GL00007325-3,2025-01-16,Invoice,INV0007325,220000,Sales Tax Payable,0.00,46604.62,INR,PO-691957,CUST000733
GL00017325-1,2025-03-11,Payment,PAY0007325,110000,Bank Account,305519.17,0.00,INR,Payment for INV0007325,CUST000733
GL00017325-2,2025-03-11,Payment,PAY0007325,120000,Accounts Receivable,0.00,305519.17,INR,Payment for INV0007325,CUST000733
GL00007326-1,2025-01-24,Invoice,INV0007326,120000,Accounts Receivable,545113.59,0.00,INR,PO-192418,CUST000733
GL00007326-2,2025-01-24,Invoice,INV0007326,400000,Sales Revenue,0.00,425869.99,INR,PO-192418,CUST000733
GL00007326-3,2025-01-24,Invoice,INV0007326,220000,Sales Tax Payable,0.00,119243.60,INR,PO-192418,CUST000733
GL00007327-1,2025-01-24,Invoice,INV0007327,120000,Accounts Receivable,63905.21,0.00,INR,PO-614571,CUST000733
GL00007327-2,2025-01-24,Invoice,INV0007327,400000,Sales Revenue,0.00,57058.22,INR,PO-614571,CUST000733
GL00007327-3,2025-01-24,Invoice,INV0007327,220000,Sales Tax Payable,0.00,6846.99,INR,PO-614571,CUST000733
GL00017327-1,2025-03-02,Payment,PAY0007327,110000,Bank Account,63905.21,0.00,INR,Payment for INV0007327,CUST000733
GL00017327-2,2025-03-02,Payment,PAY0007327,120000,Accounts Receivable,0.00,63905.21,INR,Payment for INV0007327,CUST000733
GL00007328-1,2025-01-08,Invoice,INV0007328,120000,Accounts Receivable,60169.42,0.00,INR,PO-623616,CUST000733
GL00007328-2,2025-01-08,Invoice,INV0007328,400000,Sales Revenue,0.00,50991.03,INR,PO-623616,CUST000733
GL00007328-3,2025-01-08,Invoice,INV0007328,220000,Sales Tax Payable,0.00,9178.39,INR,PO-623616,CUST000733
GL00017328-1,2025-02-04,Payment,PAY0007328,110000,Bank Account,60169.42,0.00,INR,Payment for INV0007328,CUST000733
GL00017328-2,2025-02-04,Payment,PAY0007328,120000,Accounts Receivable,0.00,60169.42,INR,Payment for INV0007328,CUST000733
GL00007331-1,2025-02-13,Invoice,INV0007331,120000,Accounts Receivable,519505.70,0.00,INR,PO-742253,CUST000734
GL00007331-2,2025-02-13,Invoice,INV0007331,400000,Sales Revenue,0.00,440259.07,INR,PO-742253,CUST000734
GL00007331-3,2025-02-13,Invoice,INV0007331,220000,Sales Tax Payable,0.00,79246.63,INR,PO-742253,CUST000734
GL00007332-1,2024-11-11,Invoice,INV0007332,120000,Accounts Receivable,327316.18,0.00,INR,PO-198515,CUST000734
GL00007332-2,2024-11-11,Invoice,INV0007332,400000,Sales Revenue,0.00,311729.70,INR,PO-198515,CUST000734
GL00007332-3,2024-11-11,Invoice,INV0007332,220000,Sales Tax Payable,0.00,15586.49,INR,PO-198515,CUST000734
GL00017332-1,2025-02-24,Payment,PAY0007332,110000,Bank Account,327316.18,0.00,INR,Payment for INV0007332,CUST000734
GL00017332-2,2025-02-24,Payment,PAY0007332,120000,Accounts Receivable,0.00,327316.18,INR,Payment for INV0007332,CUST000734
GL00007333-1,2024-12-29,Invoice,INV0007333,120000,Accounts Receivable,417280.34,0.00,INR,PO-845097,CUST000734
GL00007333-2,2024-12-29,Invoice,INV0007333,400000,Sales Revenue,0.00,397409.85,INR,PO-845097,CUST000734
GL00007333-3,2024-12-29,Invoice,INV0007333,220000,Sales Tax Payable,0.00,19870.49,INR,PO-845097,CUST000734
GL00017333-1,2025-03-13,Payment,PAY0007333,110000,Bank Account,417280.34,0.00,INR,Payment for INV0007333,CUST000734
GL00017333-2,2025-03-13,Payment,PAY0007333,120000,Accounts Receivable,0.00,417280.34,INR,Payment for INV0007333,CUST000734
GL00007334-1,2025-03-04,Invoice,INV0007334,120000,Accounts Receivable,116076.53,0.00,INR,PO-386469,CUST000734
GL00007334-2,2025-03-04,Invoice,INV0007334,400000,Sales Revenue,0.00,103639.76,INR,PO-386469,CUST000734
GL00007334-3,2025-03-04,Invoice,INV0007334,220000,Sales Tax Payable,0.00,12436.77,INR,PO-386469,CUST000734
GL00017334-1,2025-03-27,Payment,PAY0007334,110000,Bank Account,116076.53,0.00,INR,Payment for INV0007334,CUST000734
GL00017334-2,2025-03-27,Payment,PAY0007334,120000,Accounts Receivable,0.00,116076.53,INR,Payment for INV0007334,CUST000734
GL00007335-1,2025-01-28,Invoice,INV0007335,120000,Accounts Receivable,265864.77,0.00,INR,PO-735900,CUST000734
GL00007335-2,2025-01-28,Invoice,INV0007335,400000,Sales Revenue,0.00,225309.13,INR,PO-735900,CUST000734
GL00007335-3,2025-01-28,Invoice,INV0007335,220000,Sales Tax Payable,0.00,40555.64,INR,PO-735900,CUST000734
GL00007341-1,2025-01-26,Invoice,INV0007341,120000,Accounts Receivable,67452.95,0.00,INR,PO-377901,CUST000735
GL00007341-2,2025-01-26,Invoice,INV0007341,400000,Sales Revenue,0.00,64240.90,INR,PO-377901,CUST000735
GL00007341-3,2025-01-26,Invoice,INV0007341,220000,Sales Tax Payable,0.00,3212.05,INR,PO-377901,CUST000735
GL00017341-1,2025-03-19,Payment,PAY0007341,110000,Bank Account,67452.95,0.00,INR,Payment for INV0007341,CUST000735
GL00017341-2,2025-03-19,Payment,PAY0007341,120000,Accounts Receivable,0.00,67452.95,INR,Payment for INV0007341,CUST000735
GL00007342-1,2025-01-01,Invoice,INV0007342,120000,Accounts Receivable,339639.16,0.00,INR,PO-785358,CUST000735
GL00007342-2,2025-01-01,Invoice,INV0007342,400000,Sales Revenue,0.00,265343.09,INR,PO-785358,CUST000735
GL00007342-3,2025-01-01,Invoice,INV0007342,220000,Sales Tax Payable,0.00,74296.07,INR,PO-785358,CUST000735
GL00007343-1,2025-02-20,Invoice,INV0007343,120000,Accounts Receivable,246701.13,0.00,INR,PO-977595,CUST000735
GL00007343-2,2025-02-20,Invoice,INV0007343,400000,Sales Revenue,0.00,220268.87,INR,PO-977595,CUST000735
GL00007343-3,2025-02-20,Invoice,INV0007343,220000,Sales Tax Payable,0.00,26432.26,INR,PO-977595,CUST000735
GL00017343-1,2025-04-09,Payment,PAY0007343,110000,Bank Account,246701.13,0.00,INR,Payment for INV0007343,CUST000735
GL00017343-2,2025-04-09,Payment,PAY0007343,120000,Accounts Receivable,0.00,246701.13,INR,Payment for INV0007343,CUST000735
GL00007344-1,2025-01-03,Invoice,INV0007344,120000,Accounts Receivable,528326.48,0.00,INR,PO-348453,CUST000735
GL00007344-2,2025-01-03,Invoice,INV0007344,400000,Sales Revenue,0.00,471720.07,INR,PO-348453,CUST000735
GL00007344-3,2025-01-03,Invoice,INV0007344,220000,Sales Tax Payable,0.00,56606.41,INR,PO-348453,CUST000735
GL00017344-1,2025-01-16,Payment,PAY0007344,110000,Bank Account,528326.48,0.00,INR,Payment for INV0007344,CUST000735
GL00017344-2,2025-01-16,Payment,PAY0007344,120000,Accounts Receivable,0.00,528326.48,INR,Payment for INV0007344,CUST000735
GL00007345-1,2025-04-03,Invoice,INV0007345,120000,Accounts Receivable,376402.98,0.00,INR,PO-393345,CUST000735
GL00007345-2,2025-04-03,Invoice,INV0007345,400000,Sales Revenue,0.00,358479.03,INR,PO-393345,CUST000735
GL00007345-3,2025-04-03,Invoice,INV0007345,220000,Sales Tax Payable,0.00,17923.95,INR,PO-393345,CUST000735
GL00007346-1,2024-11-10,Invoice,INV0007346,120000,Accounts Receivable,301111.92,0.00,INR,PO-546252,CUST000735
GL00007346-2,2024-11-10,Invoice,INV0007346,400000,Sales Revenue,0.00,235243.69,INR,PO-546252,CUST000735
GL00007346-3,2024-11-10,Invoice,INV0007346,220000,Sales Tax Payable,0.00,65868.23,INR,PO-546252,CUST000735
GL00017346-1,2025-02-07,Payment,PAY0007346,110000,Bank Account,301111.92,0.00,INR,Payment for INV0007346,CUST000735
GL00017346-2,2025-02-07,Payment,PAY0007346,120000,Accounts Receivable,0.00,301111.92,INR,Payment for INV0007346,CUST000735
GL00007347-1,2024-11-11,Invoice,INV0007347,120000,Accounts Receivable,392899.93,0.00,INR,PO-244389,CUST000735
GL00007347-2,2024-11-11,Invoice,INV0007347,400000,Sales Revenue,0.00,332966.04,INR,PO-244389,CUST000735
GL00007347-3,2024-11-11,Invoice,INV0007347,220000,Sales Tax Payable,0.00,59933.89,INR,PO-244389,CUST000735
GL00017347-1,2025-01-23,Payment,PAY0007347,110000,Bank Account,392899.93,0.00,INR,Payment for INV0007347,CUST000735
GL00017347-2,2025-01-23,Payment,PAY0007347,120000,Accounts Receivable,0.00,392899.93,INR,Payment for INV0007347,CUST000735
GL00007351-1,2024-11-02,Invoice,INV0007351,120000,Accounts Receivable,114650.74,0.00,INR,PO-399923,CUST000736
GL00007351-2,2024-11-02,Invoice,INV0007351,400000,Sales Revenue,0.00,89570.89,INR,PO-399923,CUST000736
GL00007351-3,2024-11-02,Invoice,INV0007351,220000,Sales Tax Payable,0.00,25079.85,INR,PO-399923,CUST000736
GL00017351-1,2025-04-02,Payment,PAY0007351,110000,Bank Account,114650.74,0.00,INR,Payment for INV0007351,CUST000736
GL00017351-2,2025-04-02,Payment,PAY0007351,120000,Accounts Receivable,0.00,114650.74,INR,Payment for INV0007351,CUST000736
GL00007352-1,2024-11-29,Invoice,INV0007352,120000,Accounts Receivable,26740.37,0.00,INR,PO-154475,CUST000736
GL00007352-2,2024-11-29,Invoice,INV0007352,400000,Sales Revenue,0.00,23875.33,INR,PO-154475,CUST000736
GL00007352-3,2024-11-29,Invoice,INV0007352,220000,Sales Tax Payable,0.00,2865.04,INR,PO-154475,CUST000736
GL00007353-1,2025-03-16,Invoice,INV0007353,120000,Accounts Receivable,58915.65,0.00,INR,PO-311183,CUST000736
GL00007353-2,2025-03-16,Invoice,INV0007353,400000,Sales Revenue,0.00,49928.52,INR,PO-311183,CUST000736
GL00007353-3,2025-03-16,Invoice,INV0007353,220000,Sales Tax Payable,0.00,8987.13,INR,PO-311183,CUST000736
GL00007354-1,2024-12-18,Invoice,INV0007354,120000,Accounts Receivable,109343.53,0.00,INR,PO-238606,CUST000736
GL00007354-2,2024-12-18,Invoice,INV0007354,400000,Sales Revenue,0.00,97628.15,INR,PO-238606,CUST000736
GL00007354-3,2024-12-18,Invoice,INV0007354,220000,Sales Tax Payable,0.00,11715.38,INR,PO-238606,CUST000736
GL00007355-1,2025-02-15,Invoice,INV0007355,120000,Accounts Receivable,31621.11,0.00,INR,PO-590939,CUST000736
GL00007355-2,2025-02-15,Invoice,INV0007355,400000,Sales Revenue,0.00,28233.13,INR,PO-590939,CUST000736
GL00007355-3,2025-02-15,Invoice,INV0007355,220000,Sales Tax Payable,0.00,3387.98,INR,PO-590939,CUST000736
GL00017355-1,2025-04-06,Payment,PAY0007355,110000,Bank Account,31621.11,0.00,INR,Payment for INV0007355,CUST000736
GL00017355-2,2025-04-06,Payment,PAY0007355,120000,Accounts Receivable,0.00,31621.11,INR,Payment for INV0007355,CUST000736
GL00007356-1,2025-01-22,Invoice,INV0007356,120000,Accounts Receivable,32931.57,0.00,INR,PO-342742,CUST000736
GL00007356-2,2025-01-22,Invoice,INV0007356,400000,Sales Revenue,0.00,25727.79,INR,PO-342742,CUST000736
GL00007356-3,2025-01-22,Invoice,INV0007356,220000,Sales Tax Payable,0.00,7203.78,INR,PO-342742,CUST000736
GL00007361-1,2025-01-07,Invoice,INV0007361,120000,Accounts Receivable,494457.48,0.00,INR,PO-843125,CUST000737
GL00007361-2,2025-01-07,Invoice,INV0007361,400000,Sales Revenue,0.00,419031.76,INR,PO-843125,CUST000737
GL00007361-3,2025-01-07,Invoice,INV0007361,220000,Sales Tax Payable,0.00,75425.72,INR,PO-843125,CUST000737
GL00017361-1,2025-02-06,Payment,PAY0007361,110000,Bank Account,494457.48,0.00,INR,Payment for INV0007361,CUST000737
GL00017361-2,2025-02-06,Payment,PAY0007361,120000,Accounts Receivable,0.00,494457.48,INR,Payment for INV0007361,CUST000737
GL00007362-1,2025-02-07,Invoice,INV0007362,120000,Accounts Receivable,1095070.40,0.00,INR,PO-957576,CUST000737
GL00007362-2,2025-02-07,Invoice,INV0007362,400000,Sales Revenue,0.00,1042924.19,INR,PO-957576,CUST000737
GL00007362-3,2025-02-07,Invoice,INV0007362,220000,Sales Tax Payable,0.00,52146.21,INR,PO-957576,CUST000737
GL00007363-1,2025-02-09,Invoice,INV0007363,120000,Accounts Receivable,1715018.53,0.00,INR,PO-617512,CUST000737
GL00007363-2,2025-02-09,Invoice,INV0007363,400000,Sales Revenue,0.00,1339858.23,INR,PO-617512,CUST000737
GL00007363-3,2025-02-09,Invoice,INV0007363,220000,Sales Tax Payable,0.00,375160.30,INR,PO-617512,CUST000737
GL00007371-1,2025-04-17,Invoice,INV0007371,120000,Accounts Receivable,489880.05,0.00,INR,PO-898056,CUST000738
GL00007371-2,2025-04-17,Invoice,INV0007371,400000,Sales Revenue,0.00,437392.90,INR,PO-898056,CUST000738
GL00007371-3,2025-04-17,Invoice,INV0007371,220000,Sales Tax Payable,0.00,52487.15,INR,PO-898056,CUST000738
GL00007372-1,2024-11-23,Invoice,INV0007372,120000,Accounts Receivable,1523572.78,0.00,INR,PO-598381,CUST000738
GL00007372-2,2024-11-23,Invoice,INV0007372,400000,Sales Revenue,0.00,1291163.37,INR,PO-598381,CUST000738
GL00007372-3,2024-11-23,Invoice,INV0007372,220000,Sales Tax Payable,0.00,232409.41,INR,PO-598381,CUST000738
